GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	GO ASPECT
UniProtKB	A5PKW4	PSD	part_of	GO:0098999	extrinsic component of postsynaptic endosome membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5DTT2|ensembl:ENSMUSP00000093729	9606	Ensembl	C
UniProtKB	A5PLL7	PEDS1	part_of	GO:0005789	endoplasmic reticulum membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99LQ7|ensembl:ENSMUSP00000006587	9606	Ensembl	C
UniProtKB	A5YKK6	CNOT1	part_of	GO:0000932	P-body	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6ZQ08|ensembl:ENSMUSP00000096073	9606	Ensembl	C
UniProtKB	A6NC98	CCDC88B	involved_in	GO:0042832	defense response to protozoan	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q4QRL3|ensembl:ENSMUSP00000109067	9606	Ensembl	P
UniProtKB	A6NCS4	NKX2-6	involved_in	GO:0021854	hypothalamus development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P43688|ensembl:ENSMUSP00000049898	9606	Ensembl	P
UniProtKB	A6NDG6	PGP	enables	GO:0000287	magnesium ion binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CHP8|ensembl:ENSMUSP00000052866	9606	Ensembl	F
UniProtKB	A6NFK2	GRXCR2	involved_in	GO:0060088	auditory receptor cell stereocilium organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3TYR5|ensembl:ENSMUSP00000095198	9606	Ensembl	P
UniProtKB	A6NFK2	GRXCR2	involved_in	GO:0060122	inner ear receptor cell stereocilium organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3TYR5|ensembl:ENSMUSP00000095198	9606	Ensembl	P
UniProtKB	A6NGG8	PCARE	involved_in	GO:0035845	photoreceptor cell outer segment organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6PAC4|ensembl:ENSMUSP00000051871	9606	Ensembl	P
UniProtKB	A6NHN0	OTOL1	enables	GO:0005509	calcium ion binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q4ZJM7|ensembl:ENSMUSP00000057607	9606	Ensembl	F
UniProtKB	A6NHQ4	EPOP	involved_in	GO:0048663	neuron fate commitment	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TNS8|ensembl:ENSMUSP00000051211	9606	Ensembl	P
UniProtKB	A6NHQ4	EPOP	involved_in	GO:0035616	histone H2B conserved C-terminal lysine deubiquitination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TNS8|ensembl:ENSMUSP00000051211	9606	Ensembl	P
UniProtKB	A6NHQ4	EPOP	part_of	GO:0070449	elongin complex	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TNS8|ensembl:ENSMUSP00000051211	9606	Ensembl	C
UniProtKB	A6NHQ4	EPOP	part_of	GO:0035098	ESC/E(Z) complex	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TNS8|ensembl:ENSMUSP00000051211	9606	Ensembl	C
UniProtKB	A6NHR9	SMCHD1	involved_in	GO:0070868	heterochromatin organization involved in chromatin silencing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6P5D8|ensembl:ENSMUSP00000121835	9606	Ensembl	P
UniProtKB	A6NHR9	SMCHD1	involved_in	GO:0060820	inactivation of X chromosome by heterochromatin assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6P5D8|ensembl:ENSMUSP00000121835	9606	Ensembl	P
UniProtKB	A6NHR9	SMCHD1	enables	GO:0016887	ATPase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6P5D8|ensembl:ENSMUSP00000121835	9606	Ensembl	F
UniProtKB	A6NHR9	SMCHD1	part_of	GO:0001740	Barr body	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6P5D8|ensembl:ENSMUSP00000121835	9606	Ensembl	C
UniProtKB	A6NHT5	HMX3	enables	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P42581|ensembl:ENSMUSP00000039018	9606	Ensembl	F
UniProtKB	A6NHT5	HMX3	involved_in	GO:0007420	brain development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P42581|ensembl:ENSMUSP00000039018	9606	Ensembl	P
UniProtKB	A6NI15	MSGN1	enables	GO:0001228	DNA-binding transcription activator activity RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK54|ensembl:ENSMUSP00000055001	9606	Ensembl	F
UniProtKB	A6NIX2	WTIP	enables	GO:0003714	transcription corepressor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TQJ8|ensembl:ENSMUSP00000047623	9606	Ensembl	F
UniProtKB	A6NJT0	UNCX	involved_in	GO:0021516	dorsal spinal cord development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O08934|ensembl:ENSMUSP00000134067	9606	Ensembl	P
UniProtKB	A6NJT0	UNCX	involved_in	GO:0021889	olfactory bulb interneuron differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O08934|ensembl:ENSMUSP00000134067	9606	Ensembl	P
UniProtKB	A6NK89	RASSF10	involved_in	GO:0050769	positive regulation of neurogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BL43|ensembl:ENSMUSP00000138103	9606	Ensembl	P
UniProtKB	A6NKF2	ARID3C	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A6PWV5|ensembl:ENSMUSP00000127678	9606	Ensembl	P
UniProtKB	A6NLP5	TTC36	involved_in	GO:0021954	central nervous system neuron development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8VBW8|ensembl:ENSMUSP00000042183	9606	Ensembl	P
UniProtKB	A6NLP5	TTC36	involved_in	GO:0006570	tyrosine metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8VBW8|ensembl:ENSMUSP00000042183	9606	Ensembl	P
UniProtKB	A6NMT0	DBX1	involved_in	GO:0021521	ventral spinal cord interneuron specification	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P52950|ensembl:ENSMUSP00000032717	9606	Ensembl	P
UniProtKB	A6NNA5	DRGX	involved_in	GO:0007399	nervous system development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BYH0|ensembl:ENSMUSP00000140337	9606	Ensembl	P
UniProtKB	A6NNA5	DRGX	involved_in	GO:0007409	axonogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BYH0|ensembl:ENSMUSP00000140337	9606	Ensembl	P
UniProtKB	A6NNA5	DRGX	involved_in	GO:0007411	axon guidance	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BYH0|ensembl:ENSMUSP00000140337	9606	Ensembl	P
UniProtKB	A6NNA5	DRGX	involved_in	GO:0030182	neuron differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BYH0|ensembl:ENSMUSP00000140337	9606	Ensembl	P
UniProtKB	A6NNA5	DRGX	involved_in	GO:0001764	neuron migration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BYH0|ensembl:ENSMUSP00000140337	9606	Ensembl	P
UniProtKB	A6NNA5	DRGX	involved_in	GO:0021516	dorsal spinal cord development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BYH0|ensembl:ENSMUSP00000140337	9606	Ensembl	P
UniProtKB	A6NNA5	DRGX	involved_in	GO:0021559	trigeminal nerve development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BYH0|ensembl:ENSMUSP00000140337	9606	Ensembl	P
UniProtKB	A6NNS2	DHRS7C	part_of	GO:0033017	sarcoplasmic reticulum membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CHS7|ensembl:ENSMUSP00000130924	9606	Ensembl	C
UniProtKB	A6NNS2	DHRS7C	involved_in	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CHS7|ensembl:ENSMUSP00000130924	9606	Ensembl	P
UniProtKB	A6NNY8	USP27X	involved_in	GO:0070536	protein K63-linked deubiquitination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CEG8|ensembl:ENSMUSP00000139402	9606	Ensembl	P
UniProtKB	A6NNY8	USP27X	enables	GO:0004843	thiol-dependent deubiquitinase	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CEG8|ensembl:ENSMUSP00000139402	9606	Ensembl	F
UniProtKB	A6NNY8	USP27X	enables	GO:1990380	Lys48-specific deubiquitinase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CEG8|ensembl:ENSMUSP00000139402	9606	Ensembl	F
UniProtKB	A6NNY8	USP27X	involved_in	GO:0071108	protein K48-linked deubiquitination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CEG8|ensembl:ENSMUSP00000139402	9606	Ensembl	P
UniProtKB	A6NNY8	USP27X	enables	GO:0061578	Lys63-specific deubiquitinase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CEG8|ensembl:ENSMUSP00000139402	9606	Ensembl	F
UniProtKB	A6NNY8	USP27X	involved_in	GO:0016579	protein deubiquitination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CEG8|ensembl:ENSMUSP00000139402	9606	Ensembl	P
UniProtKB	A6PVL3	KNCN	part_of	GO:0036064	ciliary basal body	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q307W7|ensembl:ENSMUSP00000095531	9606	Ensembl	C
UniProtKB	A6PVL3	KNCN	part_of	GO:0015630	microtubule cytoskeleton	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q307W7|ensembl:ENSMUSP00000095531	9606	Ensembl	C
UniProtKB	A6QL63	BTBD11	involved_in	GO:0060395	SMAD protein signal transduction	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6GQW0|ensembl:ENSMUSP00000100944	9606	Ensembl	P
UniProtKB	A7E2V4	ZSWIM8	part_of	GO:0031461	cullin-RING ubiquitin ligase complex	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3UHH1|ensembl:ENSMUSP00000022358	9606	Ensembl	C
UniProtKB	A7MD48	SRRM4	involved_in	GO:0006397	mRNA processing	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BKA3|ensembl:ENSMUSP00000075488	9606	Ensembl	P
UniProtKB	A7MD48	SRRM4	involved_in	GO:0007399	nervous system development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BKA3|ensembl:ENSMUSP00000075488	9606	Ensembl	P
UniProtKB	A8K855	EFCAB7	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8VDY4|ensembl:ENSMUSP00000159398	9606	Ensembl	P
UniProtKB	A8MTJ3	GNAT3	enables	GO:0003924	GTPase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P29348|ensembl:ENSRNOP00000007032	9606	Ensembl	F
UniProtKB	A8MTJ3	GNAT3	enables	GO:0003924	GTPase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3V3I2|ensembl:ENSMUSP00000030561	9606	Ensembl	F
UniProtKB	A8MU46	SMTNL1	involved_in	GO:0045892	negative regulation of transcription DNA-templated	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99LM3|ensembl:ENSMUSP00000028471	9606	Ensembl	P
UniProtKB	A8MW99	MEI4	part_of	GO:0000800	lateral element	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BRM6|ensembl:ENSMUSP00000061341	9606	Ensembl	C
UniProtKB	A8MXK1	VSTM5	involved_in	GO:0021517	ventral spinal cord development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D806|ensembl:ENSMUSP00000034413	9606	Ensembl	P
UniProtKB	A8MYZ6	FOXO6	enables	GO:0000981	DNA-binding transcription factor activity RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q70KY4|ensembl:ENSMUSP00000099716	9606	Ensembl	F
UniProtKB	A8MZ26	EFCAB9	enables	GO:0061891	calcium ion sensor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DAM2|ensembl:ENSMUSP00000060205	9606	Ensembl	F
UniProtKB	A8MZ26	EFCAB9	enables	GO:0005509	calcium ion binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DAM2|ensembl:ENSMUSP00000060205	9606	Ensembl	F
UniProtKB	B0I1T2	MYO1G	involved_in	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5SUA5|ensembl:ENSMUSP00000003459	9606	Ensembl	P
UniProtKB	B1AH88	TSPO	part_of	GO:0005741	mitochondrial outer membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P16257|ensembl:ENSRNOP00000014089	9606	Ensembl	C
UniProtKB	B1AH88	TSPO	involved_in	GO:0014012	peripheral nervous system axon regeneration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P16257|ensembl:ENSRNOP00000014089	9606	Ensembl	P
UniProtKB	B1AH88	TSPO	involved_in	GO:0060253	negative regulation of glial cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P16257|ensembl:ENSRNOP00000014089	9606	Ensembl	P
UniProtKB	B1AH88	TSPO	involved_in	GO:0008347	glial cell migration	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P16257|ensembl:ENSRNOP00000014089	9606	Ensembl	P
UniProtKB	B1AH88	TSPO	involved_in	GO:0060252	positive regulation of glial cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P16257|ensembl:ENSRNOP00000014089	9606	Ensembl	P
UniProtKB	B1AH88	TSPO	involved_in	GO:0071222	cellular response to lipopolysaccharide	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P16257|ensembl:ENSRNOP00000014089	9606	Ensembl	P
UniProtKB	B2RXF5	ZBTB42	part_of	GO:0005654	nucleoplasm	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q811H0|ensembl:ENSMUSP00000133152	9606	Ensembl	C
UniProtKB	B2RXF5	ZBTB42	involved_in	GO:0000122	negative regulation of transcription by RNA polymerase II	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q811H0|ensembl:ENSMUSP00000133152	9606	Ensembl	P
UniProtKB	B2RXH4	BTBD18	involved_in	GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A0A6YY25|ensembl:ENSMUSP00000142247	9606	Ensembl	P
UniProtKB	B4DS77	SHISA9	part_of	GO:0032591	dendritic spine membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CZN4|ensembl:ENSMUSP00000132646	9606	Ensembl	C
UniProtKB	B4DS77	SHISA9	part_of	GO:0099061	integral component of postsynaptic density membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CZN4|ensembl:ENSMUSP00000132646	9606	Ensembl	C
UniProtKB	C9JE40	PATL2	part_of	GO:0000932	P-body	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2ARM1|ensembl:ENSMUSP00000028665	9606	Ensembl	C
UniProtKB	E0CX11	STMP1	part_of	GO:0005758	mitochondrial intermembrane space	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P0DP99|ensembl:ENSMUSP00000158958	9606	Ensembl	C
UniProtKB	E0CX11	STMP1	part_of	GO:0005741	mitochondrial outer membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P0DP99|ensembl:ENSMUSP00000158958	9606	Ensembl	C
UniProtKB	O00115	DNASE2	involved_in	GO:0000737	DNA catabolic process endonucleolytic	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56542|ensembl:ENSMUSP00000003910	9606	Ensembl	P
UniProtKB	O00115	DNASE2	involved_in	GO:0006308	DNA catabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56542|ensembl:ENSMUSP00000003910	9606	Ensembl	P
UniProtKB	O00115	DNASE2	enables	GO:0004531	deoxyribonuclease II activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56542|ensembl:ENSMUSP00000003910	9606	Ensembl	F
UniProtKB	O00115	DNASE2	enables	GO:0004520	endodeoxyribonuclease activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QZK8|ensembl:ENSRNOP00000014887	9606	Ensembl	F
UniProtKB	O00141	SGK1	enables	GO:0004672	protein kinase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WVC6|ensembl:ENSMUSP00000114074	9606	Ensembl	F
UniProtKB	O00144	FZD9	involved_in	GO:0007405	neuroblast proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R216|ensembl:ENSMUSP00000053551	9606	Ensembl	P
UniProtKB	O00159	MYO1C	enables	GO:0000146	microfilament motor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q63355|ensembl:ENSRNOP00000028929	9606	Ensembl	F
UniProtKB	O00159	MYO1C	enables	GO:0030898	actin-dependent ATPase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q63355|ensembl:ENSRNOP00000028929	9606	Ensembl	F
UniProtKB	O00159	MYO1C	involved_in	GO:0071346	cellular response to interferon-gamma	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTI7|ensembl:ENSMUSP00000099563	9606	Ensembl	P
UniProtKB	O00178	GTPBP1	enables	GO:0003924	GTPase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D2XV59|ensembl:ENSRNOP00000039165	9606	Ensembl	F
UniProtKB	O00180	KCNK1	enables	GO:0022841	potassium ion leak channel activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z2T2|ensembl:ENSRNOP00000070146	9606	Ensembl	F
